,isbn13,datepublished,totalrevenue,totalunits,price
467,9780008286699.0,2019-06-13,13189,11,1170.2702702702702
468,9780008287221.0,2018-09-06,190861,186,698.25
469,9780008287252.0,1970-09-05,0,0,499.0
470,9780008287252.0,2019-09-05,960217,5134,514.1813725490196
471,9780008287252.0,2019-10-03,0,0,1072.7
472,9780008287252.0,2019-10-17,4796,4,1110.2826086956522
473,9780008287948.0,2018-07-06,252858,2327,299.7919075144509
474,9780008287955.0,2019-06-06,108986,949,339.592
475,9780008288396.0,2019-10-31,0,0,121.96153846153847
476,9780008288396.0,2019-12-26,0,0,586.1571428571428
477,9780008288396.0,2020-01-12,0,0,1269.0
478,9780008288396.0,2020-01-23,799,7,1210.076923076923
479,9780008288525.0,2019-08-22,2244609,3134,771.7261904761905
480,9780008289232.0,2018-07-26,491468,399,1280.8612836438924
481,9780008289270.0,2019-02-21,23822,85,534.1145833333334
482,9780008289393.0,2018-11-01,22491,9,2404.3118811881186
483,9780008290481.0,2018-05-01,189612,407,780.0747330960854
484,9780008290511.0,2019-06-06,16857,60,309.089552238806
485,9780008293512.0,2017-01-06,0,0,599.0
486,9780008293512.0,2018-01-07,102570,155,628.9437869822485
487,9780008293789.0,2019-03-07,1140180,4443,389.29411764705884
488,9780008293802.0,2018-07-16,37081,69,437.4234693877551
489,9780008293888.0,2019-05-02,100983,77,763.4777777777778
490,9780008294298.0,2014-11-23,0,0,1499.0
491,9780008294298.0,2018-10-04,351105,176,2234.0897832817336
492,9780008294441.0,2013-09-03,0,0,199.0
493,9780008294441.0,2018-09-03,42863,215,213.6006600660066
494,9780008294465.0,2019-06-24,824029,5117,428.66037735849056
495,9780008294496.0,2019-01-10,831265,4530,480.9063829787234
496,9780008294878.0,2019-02-08,746,5,166.68965517241378
497,9780008294878.0,2019-08-15,139977,736,197.109756097561
498,9780008295189.0,1976-02-09,0,0,999.0
499,9780008295189.0,2019-05-02,758082,858,1061.1456692913387
500,9780008295554.0,2018-06-28,100981,322,313.5421686746988
501,9780008295554.0,2022-11-02,0,0,299.0
502,9780008295776.0,2018-10-18,465001,3031,463.63247863247864
503,9780008296568.0,2018-07-16,324612,2395,323.4367417677643
504,9780008296582.0,2019-04-04,4990,10,490.3761467889908
505,9780008296582.0,2019-05-24,0,0,505.7857142857143
506,9780008296582.0,2019-05-31,475659,3049,329.2762645914397
507,9780008296896.0,2018-10-05,175081,1326,329.37664783427493
508,9780008296902.0,2018-11-04,400,2,448.468085106383
509,9780008296902.0,2018-11-18,4308,8,497.4923076923077
510,9780008296902.0,2018-11-23,21691,147,452.45754716981133
511,9780008296919.0,2019-05-01,499,1,509.43243243243245
512,9780008296919.0,2019-05-08,0,0,499.0
513,9780008296919.0,2019-06-11,20980,114,492.00555555555553
514,9780008296933.0,2019-11-01,145170,700,221.91836734693877
515,9780008296957.0,2018-08-07,178045,1479,316.7157894736842
516,9780008297602.0,2018-08-04,2563954,10789,295.9931623931624
517,9780008297619.0,2019-08-02,3820580,17426,443.2384105960265
518,9780008297718.0,2018-05-18,449934,2776,303.8482871125612
519,9780008297725.0,2018-10-08,149515,781,301.5165562913907
520,9780008297732.0,2018-05-04,1473494,8539,291.6610687022901
521,9780008297749.0,2018-09-02,1154709,8165,381.49196787148594
522,9780008297763.0,2018-06-11,10472959,45815,297.12581063553824
523,9780008297770.0,2018-09-05,8827552,32725,337.6
524,9780008297770.0,2018-10-01,663653,2096,342.92929292929296
525,9780008297787.0,2019-02-01,5819273,25169,287.37142857142857
526,9780008298593.0,2018-11-01,1983477,1732,1105.1961722488038
527,9780008298647.0,2019-04-18,160633,441,356.77093596059115
528,9780008298654.0,2019-05-02,1231726,1195,1062.7594142259413
529,9780008299477.0,2018-10-04,6507,33,238.68376068376068
530,9780008299491.0,2019-05-20,101425,772,286.3981900452489
531,9780008300937.0,2018-07-12,19487,14,504.1
532,9780008300944.0,2018-11-09,22201480,141134,272.968
533,9780008300968.0,2018-05-04,102578,716,186.4461942257218
534,9780008301002.0,2018-10-12,9425921,54338,191.71023622047244
535,9780008301026.0,2018-04-20,9016585,84470,147.17680339462518
536,9780008301040.0,2018-10-19,3131201,24556,184.0453074433657
537,9780008301132.0,2018-06-29,49937,307,181.4480198019802
538,9780008301163.0,2018-05-15,45719,182,285.3327102803738
539,9780008301170.0,2018-09-12,245278,910,281.5645438898451
540,9780008301200.0,2019-11-01,6809,17,380.29411764705884
541,9780008301200.0,2020-03-11,23569,78,333.1506849315069
542,9780008301200.0,2020-06-05,8390,19,359.3484848484849
543,9780008301729.0,2018-08-02,30156,104,281.344696969697
544,9780008302481.0,2018-10-15,116455,399,445.0988372093023
545,9780008302481.0,2018-11-01,0,0,500.0
546,9780008302504.0,2019-05-13,18438,66,304.7230769230769
547,9780008302504.0,2019-05-16,3289,11,300.88
548,9780008302665.0,2019-09-01,0,0,296.4468085106383
549,9780008302665.0,2019-10-11,992034,6443,250.06422018348624
550,9780008302689.0,2018-07-06,133582,680,265.53177966101697
551,9780008302702.0,2018-05-11,239641,1850,266.9767827529022
552,9780008303716.0,2018-10-04,9562,11,861.4444444444445
553,9780008303945.0,2019-06-04,325035,484,662.4668989547039
554,9780008304065.0,2018-07-01,42819,225,230.32921810699588
555,9780008304836.0,2018-08-23,211791,402,457.66161616161617
556,9780008305024.0,2018-10-18,118297,39,1512.1003039513678
557,9780008305208.0,2018-08-13,188492,1364,264.58490566037733
558,9780008305222.0,2019-03-21,36095,157,287.7971014492754
559,9780008305390.0,1973-12-10,0,0,299.0
560,9780008305390.0,2018-12-06,13498,46,258.2230769230769
561,9780008305390.0,2018-12-13,507255,4187,263.1981132075472
562,9780008305406.0,2019-10-25,161570,1796,263.90579710144925
563,9780008305598.0,2020-01-09,253254,163,1581.3168316831684
564,9780008305963.0,2019-01-08,301773,397,731.328990228013
565,9780008306120.0,2018-11-01,67578,82,798.1736111111111
566,9780008306328.0,2018-09-14,65591,281,261.109375
567,9780008306335.0,2018-09-14,231537,1928,305.92364532019707
568,9780008306342.0,2018-09-14,33728,115,264.7211155378486
569,9780008306724.0,2019-05-03,89204,670,282.0913043478261
570,9780008306953.0,2018-08-20,216305,1247,275.72549019607845
571,9780008307691.0,2018-08-03,50577,363,285.7639484978541
572,9780008307714.0,2019-04-12,47412,252,201.5672131147541
573,9780008308322.0,2018-10-04,1314154,1670,755.3778801843318
574,9780008308643.0,2019-10-07,0,0,220.52
575,9780008308643.0,2019-12-12,54140,389,208.20652173913044
576,9780008308674.0,2018-09-01,183899,1104,295.3753026634383
577,9780008309305.0,2018-12-27,31795,28,755.468085106383
578,9780008309688.0,2019-01-10,299167,2024,300.2390572390572
579,9780008310257.0,2018-12-02,123752,1086,295.8135593220339
580,9780008310264.0,2019-07-05,70211,338,292.12444444444446
581,9780008310271.0,2019-02-04,0,0,299.9655172413793
582,9780008310271.0,2019-04-02,25732,84,312.9030612244898
583,9780008310271.0,2019-04-25,0,0,299.0
584,9780008310974.0,2019-02-21,0,0,582.84
585,9780008310974.0,2019-03-01,695679,2189,533.5699208443272
586,9780008310974.0,2019-03-07,0,0,537.1428571428571
587,9780008310974.0,2023-09-08,5391,9,599.0
588,9780008311001.0,2020-03-05,19249,57,456.28
589,9780008311612.0,2018-08-24,820217,4557,270.1407284768212
590,9780008313029.0,2018-10-01,37418,189,268.4613003095975
591,9780008313289.0,2019-01-24,691897,3781,493.7865168539326
592,9780008313319.0,2019-07-22,344515,1864,474.4886877828054
593,9780008313319.0,2019-08-08,0,0,225.5
594,9780008313470.0,2019-05-16,1299,1,1299.0
595,9780008313470.0,2019-05-23,338257,241,1413.9257950530036
596,9780008313883.0,2018-09-04,2174114,2426,836.5008025682183
597,9780008314101.0,2019-03-29,211842,1432,301.6923076923077
598,9780008314385.0,2019-06-01,14498,46,305.39252336448595
599,9780008314385.0,2019-06-04,173560,710,295.73267326732673
600,9780008314606.0,2018-08-01,31804,127,276.27733333333333
601,9780008314804.0,2019-02-02,299,1,318.3953488372093
602,9780008314804.0,2019-03-02,598,2,311.2686567164179
603,9780008314804.0,2019-04-01,270276,1480,316.3915343915344
604,9780008314804.0,2024-09-30,0,0,1011.0
605,9780008314811.0,2019-07-01,598,2,320.95238095238096
606,9780008314811.0,2019-07-15,23649,75,330.1085271317829
607,9780008314811.0,2019-08-05,116585,588,306.9551020408163
608,9780008314828.0,2019-11-01,598,2,310.1559633027523
609,9780008314828.0,2019-11-04,217527,1435,305.9255319148936
610,9780008314835.0,2018-12-05,1648310,7808,311.49245283018865
611,9780008314903.0,2018-10-10,8146,62,242.05737704918033
612,9780008314934.0,2018-06-29,1600,8,195.73972602739727
613,9780008315047.0,2019-04-18,22663,40,983.1231527093596
614,9780008316082.0,2019-07-08,22231,102,264.1166666666667
615,9780008316167.0,2019-10-31,374968,1803,431.64739884393066
616,9780008316419.0,2018-11-01,18516,22,279.93333333333334
617,9780008317751.0,2019-02-04,61016,196,216.17142857142858
618,9780008317768.0,2019-08-12,415968,3786,259.5425531914894
619,9780008317805.0,2019-02-07,403459,3090,241.91240875912408
620,9780008317829.0,2020-02-06,0,0,406.5
621,9780008317829.0,2020-02-14,0,2,411.0
622,9780008318109.0,2018-10-26,326210,2032,299.0982142857143
623,9780008318468.0,2018-08-31,1345933,9831,358.9316987740806
624,9780008318468.0,2018-12-08,5586,14,399.0
625,9780008318482.0,2018-10-03,598918,2161,300.3073394495413
626,9780008318512.0,2019-03-04,24550,186,309.8255813953488
627,9780008318529.0,2018-12-01,0,0,237.35714285714286
628,9780008318529.0,2019-01-10,0,0,200.0
629,9780008318529.0,2019-01-14,2195252,6190,300.6
630,9780008318802.0,2019-09-27,874402,7912,231.05263157894737
631,9780008318802.0,2019-10-03,0,0,299.0
632,9780008319052.0,2018-09-06,124120,347,536.2943396226415
633,9780008319120.0,2019-01-25,333057,2588,213.38082191780822
634,9780008319120.0,2019-02-28,199,1,199.0
635,9780008319144.0,2019-11-01,193841,1573,290.7985074626866
636,9780008319304.0,2019-05-30,344336,321,1105.032894736842
637,9780008319618.0,2019-02-01,352139,1701,306.2295454545455
638,9780008319632.0,2019-08-23,6884147,30068,365.7530120481928
639,9780008319632.0,2019-09-13,0,2,98.15151515151516
640,9780008319694.0,2019-01-11,142366,904,325.56849315068496
641,9780008319694.0,2019-01-18,200,1,247.90322580645162
642,9780008320591.0,2016-02-11,0,0,99.0
643,9780008320591.0,2020-01-13,1089,11,122.14545454545454
644,9780008320591.0,2020-03-11,3852,29,124.09876543209876
645,9780008320607.0,2018-11-30,658043,6071,172.25152129817445
646,9780008320607.0,2018-12-14,0,0,203.6818181818182
647,9780008320621.0,2019-05-10,398,2,199.0
648,9780008320621.0,2019-05-17,456786,3578,196.5388888888889
649,9780008320621.0,2019-06-28,722,2,216.10256410256412
650,9780008320775.0,2018-01-23,0,0,999.0
651,9780008320775.0,2019-03-21,361436,623,613.9900398406375
652,9780008320805.0,2018-12-27,57922,32,1755.981412639405
653,9780008321604.0,2019-07-03,6674,19,323.3970588235294
654,9780008321604.0,2020-02-06,22933,64,350.56018518518516
655,9780008321604.0,2020-02-07,7774,26,328.7708333333333
656,9780008321611.0,2019-01-01,3588,12,299.0
657,9780008321611.0,2019-01-07,271543,1479,287.5911214953271
658,9780008321628.0,2019-06-01,2392,8,299.95522388059703
659,9780008321628.0,2019-06-07,299,1,302.75
660,9780008321628.0,2019-07-04,966237,3137,310.34749034749035
661,9780008321772.0,2019-05-02,558114,1443,430.36015325670496
662,9780008321772.0,2024-10-29,0,0,499.0
663,9780008321802.0,2019-09-26,739154,1480,247.65833333333333
664,9780008321864.0,2019-04-04,209911,724,436.06201550387595
665,9780008322120.0,2017-12-28,0,2,0.0
666,9780008322120.0,2018-11-29,2264594,11015,450.5944055944056
667,9780008322939.0,2019-06-24,2433905,11326,347.2780082987552
668,9780008322939.0,2019-07-25,25002,27,904.2857142857143
669,9780008323226.0,2019-09-05,24295,39,371.4153846153846
670,9780008323226.0,2019-09-12,0,0,997.0
671,9780008323646.0,2019-07-05,2990,15,256.2857142857143
672,9780008323646.0,2020-05-01,47435,157,299.46407185628743
673,9780008323660.0,2019-01-25,436943,1462,300.5
674,9780008323660.0,2019-02-28,999720,3852,291.51612903225805
675,9780008323684.0,2019-06-07,150240,497,301.98214285714283
676,9780008323684.0,2019-07-05,2093,7,299.0
677,9780008323684.0,2019-07-19,684946,3436,267.66541353383457
678,9780008323684.0,2019-07-28,133263,447,291.75
679,9780008324254.0,2019-12-12,1492894,3415,406.3008849557522
680,9780008324308.0,2019-02-21,1808501,2760,533.3327032136106
681,9780008324346.0,2019-02-21,54333,183,305.7587064676617
682,9780008324445.0,2019-07-26,8360,28,298.42857142857144
683,9780008324445.0,2019-08-07,2581283,17098,201.58252427184465
684,9780008324469.0,2018-12-28,12278,41,309.94117647058823
685,9780008324506.0,2019-04-05,2941060,18365,287.77247191011236
686,9780008324537.0,2020-04-02,3333,3,1146.2
687,9780008324636.0,1970-08-29,1596,4,399.0
688,9780008324636.0,2018-11-12,3903516,25399,299.802
689,9780008324780.0,2019-04-04,1069,10,125.26923076923077
690,9780008325411.0,2019-05-02,399,1,399.0
691,9780008325411.0,2019-08-22,5586,14,399.0
692,9780008325411.0,2019-08-23,148687,538,323.8264462809917
693,9780008325534.0,2020-04-02,88795,60,1573.4074074074074
694,9780008327033.0,2018-12-04,35189,209,291.2421875
695,9780008327224.0,2018-12-14,547101,3812,351.9128329297821
696,9780008327224.0,2019-01-18,44979,114,314.63366336633663
697,9780008327668.0,2019-04-18,183084,416,633.4228187919463
698,9780008327743.0,2019-06-05,54129,375,280.91818181818184
699,9780008327873.0,2019-08-02,221330,1851,289.8595041322314
700,9780008328245.0,2018-09-28,0,4,697.5714285714286
701,9780008328382.0,2019-01-18,153385,1486,245.7251461988304
702,9780008328443.0,2019-12-13,0,0,335.15
703,9780008328443.0,2019-12-20,0,0,360.48148148148147
704,9780008328443.0,2020-01-20,21668,88,189.54054054054055
705,9780008328443.0,2020-02-29,1275,8,116.2
706,9780008328702.0,2019-04-18,1811120,9459,468.9380281690141
707,9780008328719.0,2019-03-07,20140,63,366.14201183431953
708,9780008328726.0,2019-02-07,784035,3599,261.59944751381215
709,9780008328726.0,2024-08-06,297,3,99.0
710,9780008328740.0,2019-04-04,267489,1467,326.73275862068965
711,9780008328757.0,2018-12-13,283164,2142,282.15384615384613
712,9780008328757.0,2024-06-06,0,0,99.0
713,9780008328764.0,2019-01-24,382872,2469,306.83168316831683
714,9780008328849.0,2019-04-12,32695,86,412.1737288135593
715,9780008328849.0,2019-05-01,0,0,336.24444444444447
716,9780008328849.0,2020-02-20,3588,12,727.0
717,9780008328856.0,2019-10-01,299,1,466.2857142857143
718,9780008328856.0,2019-10-07,0,0,324.4736842105263
719,9780008328856.0,2020-02-14,3349,12,350.85925925925926
720,9780008328870.0,2020-03-04,102522,262,331.0131578947368
721,9780008328887.0,2019-01-01,1022,2,318.53125
722,9780008328887.0,2019-02-05,0,0,299.0
723,9780008328887.0,2019-04-01,0,0,304.4923076923077
724,9780008328887.0,2019-04-16,188483,595,327.58725761772854
725,9780008328887.0,2019-07-01,299,1,299.0
726,9780008328894.0,2019-01-01,299,1,299.0
727,9780008328894.0,2019-02-05,598,2,301.22727272727275
728,9780008328894.0,2019-04-01,0,0,299.0
729,9780008328894.0,2019-04-11,534167,3196,301.89014084507045
730,9780008328894.0,2019-07-01,299,1,299.0
731,9780008328900.0,2019-03-01,2451682,11191,304.12175648702595
732,9780008329112.0,2019-05-01,417300,1961,316.2119205298013
733,9780008329112.0,2019-05-06,0,0,299.0
734,9780008329976.0,2018-12-14,0,0,300.0869565217391
735,9780008329976.0,2019-01-18,205671,1943,286.5728900255755
736,9780008329990.0,2019-08-16,13491,46,302.55333333333334
737,9780008331214.0,2019-10-09,249000,1227,267.1319796954315
738,9780008331382.0,2019-11-29,1244814,6856,291.6666666666667
739,9780008331382.0,2019-12-12,12420,41,327.9807692307692
740,9780008331429.0,2019-10-03,614557,879,657.0411764705882
741,9780008331832.0,2019-05-30,153973,113,1434.8087649402391
742,9780008332143.0,2019-04-11,299,1,299.0
743,9780008332143.0,2019-05-31,299,1,281.7142857142857
744,9780008332143.0,2019-06-13,49457,174,304.3759124087591
745,9780008332150.0,2019-05-09,897,3,299.0
746,9780008332150.0,2019-06-27,39703,132,316.8791208791209
747,9780008332167.0,1978-04-08,0,0,299.0
748,9780008332167.0,2019-07-11,35872,113,308.64777327935224
749,9780008332167.0,2019-07-12,598,2,299.0
750,9780008332174.0,2019-07-25,32566,107,303.6231343283582
751,9780008332174.0,2019-08-02,299,1,299.0
752,9780008332235.0,2019-04-19,2392,8,299.0
753,9780008332235.0,2019-05-31,547481,4716,285.3262910798122
754,9780008332235.0,2024-10-28,0,0,324.0
755,9780008332723.0,2019-05-06,2691,9,299.0
756,9780008332723.0,2019-05-27,580702,4678,239.54935622317598
757,9780008333270.0,2019-09-02,447808,4284,172.03703703703704
758,9780008334420.0,2019-03-07,303206,2214,286.22222222222223
759,9780008336134.0,2019-07-01,0,0,322.0816326530612
760,9780008336134.0,2019-07-10,267360,1681,328.07575757575756
761,9780008336141.0,2019-11-08,70214,383,318.89325842696627
762,9780008336165.0,2020-02-05,1283789,2983,419.4343434343434
763,9780008336165.0,2020-06-11,395408,985,403.25
764,9780008336189.0,2019-11-06,14265,79,299.6063829787234
765,9780008336295.0,2019-06-21,27267,203,275.2091836734694
766,9780008336295.0,2019-07-19,299,1,299.0
767,9780008336332.0,2019-02-15,392588,2969,283.6412213740458
768,9780008338312.0,2019-09-05,2997,3,999.0
769,9780008338312.0,2019-10-10,2997,3,961.3018867924528
770,9780008338312.0,2019-10-24,998,2,749.0
771,9780008338312.0,2019-11-01,254980,2853,301.05732484076435
772,9780008339319.0,2018-12-14,22345744,89225,497.5771971496437
773,9780008339319.0,2019-06-18,7182,18,399.0
774,9780008339722.0,2019-06-01,299,1,305.72727272727275
775,9780008339722.0,2019-06-10,127341,787,285.05759162303667
776,9780008340254.0,2019-05-03,33652,197,251.88439306358381
777,9780008340254.0,2019-10-15,1495,5,299.0
778,9780008340506.0,2019-04-26,1634604,14534,158.91784037558685
779,9780008340711.0,2019-01-01,1954446,8598,413.4486873508353
780,9780008340711.0,2019-01-13,1497,3,499.0
781,9780008341824.0,2019-08-22,14705,22,778.8181818181819
782,9780008341954.0,2019-03-21,8668,16,529.1067961165048
783,9780008341992.0,2019-09-05,2853373,6048,710.7441860465116
784,9780008348045.0,2019-06-27,1109898,7364,255.37275985663084
785,9780008348076.0,2019-07-12,872015,3978,310.5243445692884
786,9780008348076.0,2019-08-08,399,1,87.58536585365853
787,9780008348076.0,2019-09-05,4788,12,357.7241379310345
788,9780008348113.0,2019-10-10,1169419,1016,1002.5615942028985
789,9780008348212.0,2019-09-05,8626,14,635.2424242424242
790,9780008348335.0,2019-10-14,39581,162,370.3013698630137
791,9780008348656.0,2019-09-01,92136,699,204.54010695187165
